Region,,Province,,Municipality,,Barangay,,Project Name,# of Brgys., Estimated Total Cost (P) 2nd MIBF , KALAHI GRANT , Community & LGU Counterpart Commitments (LCC) , Grant Funds Released  , Tranches , LCC Delivered , Total Utilized , Grant Funds Utilized , LCC Utilized ,% Utilized from Grant released* ,% LCC utilized over delivered,% LCC delivered over committed,% Financial Accomplishment (Grant + LCC),% Physical Progress as of June 2010,1st MIBF / MIBF-PDPRA Date,2nd MIBF / MIBF-EC Date,Start Date (SPI),Completion Date,Inauguration Date,Duration of SP Construction (Calendar Days), No. of Direct HH Beneficiaries ,Remarks,# of SPs,Cluster
V,5,Sorsogon,562,Pilar,56213,Pudo,56213043,Construction of Day Care Center,1,"789,245.00","724,400.00","64,845.00","698,212.00",,"51,000.00","749,212.00","698,212.00","51,000.00",100%,100%,79%,95%,100%,20-Dec-08,28-Jan-09,26-Mar-09,25-Jun-09,no data,91,167,,1,
V,5,Sorsogon,562,Pilar,56213,Putiao,56213044,Construction of Resource Center,1,"773,470.00","530,000.00","243,470.00","530,000.00", 1/3 ,"215,266.00","745,266.00","530,000.00","215,266.00",100%,100%,88%,96%,100%,11-Jul-08,not conducted,20-Nov-08,20-Jan-09,no data,61,62,,1,
V,5,Sorsogon,562,Pilar,56213,Sacnangan,56213045,Rehab/Improvement of Farm to Market Road,1,"1,192,445.00","877,800.00","314,645.00","874,383.01", 1/3 ,"46,000.00","920,383.01","874,383.01","46,000.00",100%,100%,15%,77%,100%,11-Jul-08,not conducted,15-Oct-08,30-Apr-09,no data,197,394,,1,
V,5,Sorsogon,562,Pilar,56213,Salvacion,56213046,Construction of Water System Level 2,1,"1,522,602.00","1,082,800.00","439,802.00","1,082,800.00",,"45,000.00","1,127,800.00","1,082,800.00","45,000.00",100%,100%,10%,74%,100%,11-Jul-08,not conducted,26-Jan-09,30-Sep-09,no data,247,154,,1,
V,5,Sorsogon,562,Pilar,56213,Salvacion,56213046,Construction of Rice and Corn Mill,1,"1,056,901.00","980,600.00","76,301.00","980,600.00",,"53,884.00","1,034,484.00","980,600.00","53,884.00",100%,100%,71%,98%,100%,20-Dec-08,28-Jan-09,26-Mar-09,25-May-09,no data,60,154,,1,
V,5,Sorsogon,562,Pilar,56213,San Rafael,56213050,Rehab/Improvement of Farm to Market Road,1,"2,696,570.00","2,035,300.00","661,270.00","1,424,710.00",,"118,220.00","1,542,930.00","1,424,710.00","118,220.00",100%,100%,18%,57%,100%,11-Jul-08,not conducted,7-Jan-09,30-Nov-09,no data,327,212,completed,1,
VI,6,Capiz,619,Dumarao,61904,Agbatuan,61904001,Road Upgrading with Spot Concreting,1,"1,065,028.25","881,847.25","183,181.00","881,847.25", Last Tranche ,"194,697.00","1,076,544.25","881,847.25","194,697.00",100%,100%,106%,101%,100%,4-Jul-06,15-Aug-06,20-Nov-06,7-Jun-07,no data,199,129,,1,
VI,6,Capiz,619,Dumarao,61904,Aglalana,61904002,Water System Level II,1,"1,678,014.91","1,399,689.78","278,325.13","1,399,689.78", Last Tranche ,"298,856.80","1,698,546.58","1,399,689.78","298,856.80",100%,100%,107%,101%,100%,25-Apr-05,8-Jun-05,18-Aug-05,15-Mar-06,29-May-06,209,95,,1,
VI,6,Capiz,619,Dumarao,61904,Aglanot,61904003,Day Care Center,1,"923,231.00","728,729.00","194,502.00","486,011.90", 1st Tranche ,"175,986.78","661,998.68","486,011.90","175,986.78",100%,100%,90%,72%,100%,15-Aug-07,no data,2-Sep-08,30-Apr-09,n/a,240,129,,1,
VI,6,Capiz,619,Dumarao,61904,Agsirab,61904006,Road Upgrading with Spot Concreting,1,"1,719,247.25","1,519,133.25","200,114.00","1,367,219.93", 1st Tranche ,"137,690.00","1,504,909.93","1,367,219.93","137,690.00",100%,100%,69%,88%,100%,4-Jul-06,15-Aug-06,4-Dec-06,30-Sep-09,n/a,1031,209,completed as built,1,
VI,6,Capiz,619,Dumarao,61904,Alipaciawan,61904007,2 Classroom Elementary School Building,1,"1,107,176.00","899,490.00","207,686.00","899,490.00", Last Tranche ,"203,040.00","1,102,530.00","899,490.00","203,040.00",100%,100%,98%,100%,100%,4-Jul-06,15-Aug-06,27-Nov-06,1-Jul-07,no data,216,108,,1,
VI,6,Capiz,619,Dumarao,61904,Bayog,61904009,Health Station,1,"624,244.31","564,876.51","59,367.80","564,876.51", Last Tranche ,"77,087.00","641,963.51","564,876.51","77,087.00",100%,100%,130%,103%,100%,25-Apr-05,8-Jun-05,30-Jul-05,1-Apr-06,3-Jul-06,245,44,,1,
VI,6,Capiz,619,Dumarao,61904,Calapawan,61904011,Road Upgrading,1,"1,756,691.50","1,569,677.25","187,014.25","1,501,837.25", Last Tranche ,"156,513.50","1,658,350.75","1,501,837.25","156,513.50",100%,100%,84%,94%,100%,4-Jul-06,15-Aug-06,20-Nov-06,1-Oct-07,no data,315,152,,1,
VI,6,Capiz,619,Dumarao,61904,Codingle,61904016,Health Station,1,"718,682.08","502,802.08","215,880.00","502,802.08", Last Tranche ,"255,219.67","758,021.75","502,802.08","255,219.67",100%,100%,118%,105%,100%,25-Apr-05,8-Jun-05,15-Aug-05,28-Feb-06,22-Jun-06,197,257,,1,
VI,6,Capiz,619,Dumarao,61904,Codingle,61904016,3 CL School Building,1,"1,761,000.00","1,205,648.81","555,351.19","1,085,083.93", 1st Tranche ,"568,628.58","1,653,712.51","1,085,083.93","568,628.58",100%,100%,102%,94%,100%,15-Aug-07,no data,17-Dec-07,28-Feb-09,n/a,439,262,,1,
VI,6,Capiz,619,Dumarao,61904,Cubi,61904012,Road Upgrading,1,"1,109,258.25","973,798.25","135,460.00","973,798.25", Last Tranche ,"126,826.60","1,100,624.85","973,798.25","126,826.60",100%,100%,94%,99%,100%,4-Jul-06,15-Aug-06,13-Nov-06,14-Apr-07,no data,152,125,,1,
VI,6,Capiz,619,Dumarao,61904,Gibato,61904015,Electrification,1,"1,885,385.25","1,468,467.25","416,918.00","1,468,467.25", Last Tranche ,"401,247.94","1,869,715.19","1,468,467.25","401,247.94",100%,100%,96%,99%,100%,4-Jul-06,15-Aug-06,23-Nov-06,28-Feb-07,no data,97,424,,1,
VI,6,Capiz,619,Dumarao,61904,Guinotos,61904017,Health Station,1,"598,351.42","489,436.22","108,915.20","489,436.22", Last Tranche ,"130,400.00","619,836.22","489,436.22","130,400.00",100%,100%,120%,104%,100%,25-Apr-05,8-Jun-05,23-Sep-05,10-Mar-06,24-Mar-06,168,147,,1,
VI,6,Capiz,619,Dumarao,61904,Guinotos,61904017,Hanging Bridge,1,"2,314,600.00","1,961,634.81","352,965.19","1,961,634.81", 1st Tranche ,"300,084.19","2,261,719.00","1,961,634.81","300,084.19",100%,100%,85%,98%,100%,15-Aug-07,no data,7-Apr-08,30-Sep-09,n/a,541,153,completed as built,1,
VI,6,Capiz,619,Dumarao,61904,Jambad,61904018,Road Upgrading,1,"1,541,851.25","1,379,742.25","162,109.00","1,379,742.25", Last Tranche ,"162,372.00","1,542,114.25","1,379,742.25","162,372.00",100%,100%,100%,100%,100%,4-Jul-06,15-Aug-06,20-Nov-06,25-May-07,no data,186,121,,1,
VI,6,Capiz,619,Dumarao,61904,Jambad,61904018,Road Improvement,1,"825,000.00","701,946.62","123,053.38","631,751.96", 1st Tranche ,"211,551.00","654,036.30","631,751.96","22,284.34",100%,11%,172%,79%,100%,15-Aug-07,no data,27-May-08,30-Aug-09,no data,460,125,,1,
VI,6,Capiz,619,Dumarao,61904,Janguslob,61904019,Hanging Foot Bridge,1,"2,095,854.78","1,996,082.78","99,772.00","1,996,082.78", Last Tranche ,"124,106.75","2,120,189.53","1,996,082.78","124,106.75",100%,100%,124%,101%,100%,25-Apr-05,8-Jun-05,12-Sep-05,8-May-06,8-May-06,238,182,,1,
VI,6,Capiz,619,Dumarao,61904,Lawaan,61904021,Hanging Bridge,1,"2,316,853.00","2,047,821.09","269,031.91","1,934,403.97", 1st Tranche ,"164,506.43","339,820.28","257,567.06","82,253.22",13%,50%,61%,15%,100%,15-Aug-07,no data,15-Jul-08,30-Sep-09,n/a,442,339,completed as built,1,
VI,6,Capiz,619,Dumarao,61904,Nagsulang,61904024,Road Upgrading,1,"1,134,276.25","976,217.25","158,059.00","976,217.25", Last Tranche ,"224,885.34","1,126,809.92","976,217.25","150,592.67",100%,67%,142%,99%,100%,4-Jul-06,15-Aug-06,15-Nov-06,1-Jun-07,no data,198,226,,1,
VI,6,Capiz,619,Dumarao,61904,Ongol Ilawod,61904026,Hanging Foot Bridge,1,"1,995,067.17","1,893,715.17","101,352.00","1,893,715.17", Last Tranche ,"142,182.09","2,035,897.26","1,893,715.17","142,182.09",100%,100%,140%,102%,100%,25-Apr-05,8-Jun-05,15-Sep-05,30-Apr-06,5-May-06,227,120,,1,
VI,6,Capiz,619,Dumarao,61904,Sibariwan,61904033,Road Improvement ,1,"2,032,492.00","1,639,698.00","392,794.00","1,311,758.40", 1st Tranche ,"153,629.12","1,388,572.96","1,311,758.40","76,814.56",100%,50%,39%,68%,100%,15-Aug-07,no data,2-Jul-08,30-Aug-09,no data,424,279,,1,
VI,6,Capiz,619,Dumarao,61904,Tamulalod,61904034,Water System Level II,1,"1,349,442.50","1,210,052.54","139,389.96","1,210,052.53", Last Tranche ,"147,713.71","1,357,766.24","1,210,052.53","147,713.71",100%,100%,106%,101%,100%,25-Apr-05,8-Jun-05,15-Aug-05,28-Feb-06,16-Mar-06,197,142,,1,
VI,6,Capiz,619,Dumarao,61904,Taslan,61904035,Road Upgrading,1,"1,075,335.08","1,011,166.08","64,169.00","1,011,166.08", Last Tranche ,"67,816.75","1,078,982.83","1,011,166.08","67,816.75",100%,100%,106%,100%,100%,25-Apr-05,8-Jun-05,5-Sep-05,10-Mar-06,9-Jun-06,186,146,,1,
VI,6,Capiz,619,Dumarao,61904,Taslan,61904035,2 CL School Building,1,"1,256,100.00","1,043,092.45","213,007.55","938,783.21", 1st Tranche ,"378,833.26","1,317,616.47","938,783.21","378,833.26",100%,100%,178%,105%,100%,15-Aug-07,no data,27-May-08,28-Feb-09,n/a,277,146,,1,
VI,6,Capiz,619,Dumarao,61904,Tina,61904036,Solar Dryer with Shed House,1,"736,431.75","639,174.78","97,256.97","639,174.78", Last Tranche ,"95,746.49","734,921.27","639,174.78","95,746.49",100%,100%,98%,100%,100%,25-Apr-05,8-Jun-05,22-Aug-05,28-Feb-06,10-Mar-06,190,285,,1,
VI,6,Capiz,619,Dumarao,61904,Tinaytayan,61904037,Travelling Rice Mill,1,"639,534.61","193,004.06","446,530.55","193,004.06", Last Tranche ,"450,170.02","643,174.08","193,004.06","450,170.02",100%,100%,101%,101%,100%,25-Apr-05,8-Jun-05,2-Oct-05,28-Feb-06,18-Apr-06,149,262,,1,
VI,6,Capiz,619,Dumarao,61904,Traciano,61904038,Road Upgrading,1,"1,554,353.75","231,627.25","1,322,726.50","185,301.80", 1st Tranche ,"92,351.00","277,652.80","185,301.80","92,351.00",100%,100%,7%,18%,100%,4-Jul-06,15-Aug-06,27-Nov-06,30-Sep-09,n/a,1038,197,,1,
VI,6,Capiz,619,Jamindan,61906,Agambolong,61906001,Slope Protection w/ Road Concreting,1,"700,000.00","609,153.00","90,847.00","548,237.70",,"105,514.43","653,752.13","548,237.70","105,514.43",100%,100%,116%,93%,100%,5-Feb-09,no data,20-Apr-09,30-Jun-09,no data,71,2282,,1,
VI,6,Capiz,619,Jamindan,61906,Agambulong,61906001,Road Rehabilitation,1,"595,636.00","156,903.39","438,732.61","156,903.39", 3rd Tranche ,"449,249.65","606,153.04","156,903.39","449,249.65",100%,100%,102%,102%,100%,17-Jan-04,24-Feb-04,1-Jun-04,25-Jan-05,30-Jan-05,238,448,,1,
VI,6,Capiz,619,Jamindan,61906,Agambulong,61906001,Road Construction,1,"951,971.70","225,737.34","726,234.36","180,589.87", 1st Tranche ,"500,000.00","430,589.87","180,589.87","250,000.00",100%,50%,69%,45%,100%,6-Jul-06,14-Jul-06,15-Nov-06,1-Mar-08,no data,472,331,,1,
VI,6,Capiz,619,Jamindan,61906,Agbun-od,61906002,Road Concreting,1,"611,400.00","523,896.50","87,503.50","471,506.85",1st,"104,103.20","575,610.05","471,506.85","104,103.20",100%,100%,119%,94%,100%,5-Feb-09,no data,20-Apr-09,30-Jun-09,no data,71,158,,1,
VI,6,Capiz,619,Jamindan,61906,Agcagay,61906003,Road Upgrading,1,"1,063,292.81","774,723.03","288,569.78","724,473.03", 2nd Tranche ,"260,532.91","866,949.56","724,473.03","142,476.53",100%,55%,90%,82%,100%,6-Jul-06,14-Jul-06,15-Nov-06,5-Mar-08,10-Mar-08,476,267,,1,
VI,6,Capiz,619,Jamindan,61906,Agcagay,61906003,Road Improvement w/ spot concreting,1,"451,000.00","381,218.50","69,781.50","304,974.80",1st,"58,962.97","363,937.77","304,974.80","58,962.97",100%,100%,84%,81%,100%,5-Feb-09,no data,16-May-09,31-Aug-09,no data,107,268,,1,
VI,6,Capiz,619,Jamindan,61906,Aglibacao,61906004,Road Regravelling,1,"310,217.00","152,297.00","157,920.00","152,297.00", 3rd Tranche ,"177,533.50","329,830.50","152,297.00","177,533.50",100%,100%,112%,106%,100%,17-Jan-04,24-Feb-04,26-Apr-04,25-Jan-05,30-Apr-05,274,106,,1,
VI,6,Capiz,619,Jamindan,61906,Aglibacao,61906004,Communal Irrigation,1,"688,527.71","498,048.06","190,479.65","498,048.05", 2nd Tranche ,"188,097.42","677,261.97","498,048.05","179,213.92",100%,95%,99%,98%,100%,6-Jul-06,14-Jul-06,15-Nov-06,25-Feb-08,27-Feb-08,467,106,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Aglibacao,61906004,Const. of Day Care Center,1,"605,700.00","514,086.50","91,613.50","462,677.85",1st,"89,976.70","552,654.55","462,677.85","89,976.70",100%,100%,98%,91%,100%,5-Feb-09,no data,8-May-09,30-Jun-09,no data,53,118,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Agloloway,61906005,Road Upgrading/Concreting,1,"2,279,198.48","2,050,013.58","229,184.90","2,050,013.58", 3rd Tranche ,"247,880.53","2,297,894.11","2,050,013.58","247,880.53",100%,100%,108%,101%,100%,5-Jul-05,16-Aug-05,23-Nov-05,1-May-08,no data,890,119,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Agloloway,61906005,Const. of 1-CL School Building,1,"650,000.00","559,153.00","90,847.00","503,237.70",,"109,202.90","612,440.60","503,237.70","109,202.90",100%,100%,120%,94%,100%,5-Feb-09,no data,4-May-09,30-Jun-09,no data,57,138,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Bayebaye,61906006,Road Regravelling,1,"425,140.50","319,380.50","105,760.00","319,380.50", 3rd Tranche ,"133,604.50","452,985.00","319,380.50","133,604.50",100%,100%,126%,107%,100%,17-Jan-04,24-Feb-04,24-May-04,30-Dec-04,30-Jan-05,220,311,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Baye-baye,61906006,Road Improvement w/ Intermittent Const. of PCPP,1,"590,000.00","503,172.50","86,827.50","452,855.25",1st,"101,616.30","554,471.55","452,855.25","101,616.30",100%,100%,117%,94%,100%,5-Feb-09,no data,18-Apr-09,30-Jun-09,no data,73,1654,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Caridad,61906007,Road Rehabilitation,1,"1,025,922.00","722,674.00","303,248.00","722,674.00", 3rd Tranche ,"337,367.00","1,060,041.00","722,674.00","337,367.00",100%,100%,111%,103%,100%,17-Jan-04,24-Feb-04,25-Jun-04,30-Jun-05,12-Oct-05,370,127,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Caridad,61906007,Communal Irrigation System,1,"1,418,152.02","1,118,049.94","300,102.08","1,118,049.94", 3rd Tranche ,"339,675.03","1,559,510.49","1,118,049.94","441,460.55",100%,130%,113%,110%,100%,5-Jul-05,16-Aug-05,31-Oct-05,30-Jun-06,30-Oct-06,242,127,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Caridad,61906007,Road Concreting,1,"566,400.00","481,490.50","84,909.50","481,490.50",1st,"84,255.50","565,746.00","481,490.50","84,255.50",100%,100%,99%,100%,100%,5-Feb-09,no data,4-May-09,30-Jun-09,no data,57,171,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Esperanza,61906008,Post Harvest Facilities,1,"2,889,506.92","1,999,200.89","890,306.03","1,999,200.89", 2nd Tranche ,"251,000.00","2,250,200.89","1,999,200.89","251,000.00",100%,100%,28%,78%,100%,6-Jul-06,14-Jul-06,30-Oct-06,1-May-08,no data,549,161,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Esperanza,61906008,Const. of Day Care Center,1,"605,700.00","513,486.50","92,213.50","460,078.10",1st,"109,118.10","569,196.20","460,078.10","109,118.10",100%,100%,118%,94%,100%,5-Feb-09,no data,27-Apr-09,30-Jun-09,no data,64,172,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Fe,61906009,Road Rehabilitation,1,"835,680.00","339,642.20","496,037.80","339,642.20", 3rd Tranche ,"500,904.90","840,547.10","339,642.20","500,904.90",100%,100%,101%,101%,100%,17-Jan-04,24-Feb-04,28-May-04,30-Nov-04,15-Jan-05,186,98,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Fe,61906009,Communal Irrigation,1,"740,648.46","562,257.54","178,390.92","562,257.54", 2nd Tranche ,"36,625.00","598,882.54","562,257.54","36,625.00",100%,100%,21%,81%,100%,6-Jul-06,14-Jul-06,15-Nov-06,29-Feb-08,3-Mar-08,471,108,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Fe,61906009,Rehab. Of pump driven Comm. Irrigation,1,"578,000.00","494,732.50","83,267.50","443,920.75",,"133,482.38","577,403.13","443,920.75","133,482.38",100%,100%,160%,100%,100%,5-Feb-09,no data,4-May-09,31-Jul-09,no data,88,150,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Ganzon,61906010,Road Rehabilitation ,1,"3,131,476.89","2,914,576.30","216,900.59","2,914,576.30", 3rd Tranche ,"235,490.00","3,150,066.30","2,914,576.30","235,490.00",100%,100%,109%,101%,100%,17-Jan-04,24-Feb-04,29-Jun-04,30-Jun-06,23-Aug-06,731,116,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Guintas,61906011,Road Regravelling,1,"875,093.03","710,937.63","164,155.40","710,937.63", 3rd Tranche ,"207,347.18","918,284.81","710,937.63","207,347.18",100%,100%,126%,105%,100%,17-Jan-04,24-Feb-04,3-May-04,20-Jan-05,25-Jan-05,262,230,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Guintas - C2,61906011,Road Improvement w/ Intermittent Const. of PCCP,2,"1,155,000.00","1,018,076.50","136,923.50","712,653.55",,"135,232.65","847,886.20","712,653.55","135,232.65",100%,100%,99%,73%,100%,5-Feb-09,no data,15-Apr-09,31-Aug-09,no data,138,310,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Igang,61906012,Road Upgrading,1,"1,135,467.95","874,147.66","261,320.29","699,318.13", 1st Tranche ,"65,450.00","764,768.13","699,318.13","65,450.00",100%,100%,25%,67%,100%,6-Jul-06,14-Jul-06,15-Nov-06,1-Mar-08,no data,472,106,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Igang,61906012,Road Improvement w/ spot concreting,1,"670,000.00","590,264.50","79,735.50","472,211.60",1st,"106,251.10","578,462.70","472,211.60","106,251.10",100%,100%,133%,86%,100%,5-Feb-09,no data,7-Apr-09,31-Aug-09,no data,146,503,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Jaena Norte,61906013,Road Upgrading with Spot Concreting,1,"741,670.80","524,594.49","217,076.31","419,675.59", 1st Tranche ,"123,363.63","543,039.22","419,675.59","123,363.63",100%,100%,57%,73%,100%,6-Jul-06,14-Jul-06,15-Nov-06,31-Dec-06,31-Dec-06,46,402,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Jaena Sur,61906014,Road Upgrading,1,"935,371.95","681,629.93","253,742.02","681,629.93", 1st Tranche ,"52,713.40","734,343.33","681,629.93","52,713.40",100%,100%,21%,79%,100%,6-Jul-06,14-Jul-06,15-Nov-06,29-Feb-08,14-Mar-08,471,180,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Jaena Sur - C2,61906014,Road Improvement w/ Spot concreting,2,"1,050,000.00","914,968.50","135,031.50","731,974.80",,"149,181.05","881,155.85","731,974.80","149,181.05",100%,100%,110%,84%,100%,5-Feb-09,no data,15-Apr-09,31-Aug-09,no data,138,836,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Jagnaya,61906015,Road Rehabilitation,1,"525,670.00","350,554.00","175,116.00","350,554.00", 3rd Tranche ,"196,981.00","547,535.00","350,554.00","196,981.00",100%,100%,112%,104%,100%,17-Jan-04,24-Feb-04,19-May-04,25-Jan-05,10-Feb-05,251,242,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Jagnaya,61906015,Const. of Drainage Canal,1,"590,000.00","498,396.50","91,603.50","448,556.85",1st,"90,207.18","538,764.03","448,556.85","90,207.18",100%,100%,98%,91%,100%,5-Feb-09,no data,13-Apr-09,30-Jun-09,no data,78,1175,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,La Paz,61906016,Road Concreting of FMR,1,"565,600.00","481,108.50","84,491.50","432,997.60",1st,"92,165.33","525,162.93","432,997.60","92,165.33",100%,100%,109%,93%,100%,5-Feb-09,no data,30-Mar-09,30-Jun-09,no data,92,1226,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Lapaz,61906016,Road Construction,1,"925,319.75","674,106.79","251,212.96","673,806.79", 1st Tranche ,"162,957.96","738,560.38","673,806.79","64,753.59",100%,40%,65%,80%,100%,6-Jul-06,14-Jul-06,15-Nov-06,1-Jun-07,no data,198,224,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Linambasan,61906017,Road Regravelling,1,"388,081.50","296,771.50","91,310.00","296,771.50", 3rd Tranche ,"108,590.00","405,361.50","296,771.50","108,590.00",100%,100%,119%,104%,100%,17-Jan-04,24-Feb-04,1-May-04,30-Dec-04,27-Jan-05,243,254,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Linambasan,61906017,Const. of Brgy. Health Station,1,"620,000.00","104,401.50","515,598.50","93,961.35",1st,"206,807.95","300,769.30","93,961.35","206,807.95",100%,100%,40%,49%,100%,5-Feb-09,no data,6-Apr-09,30-Jun-09,no data,85,306,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Lucero,61906018,Road Improvement,1,"597,250.00","527,920.50","69,329.50","512,013.00",1st,"72,425.62","584,438.62","512,013.00","72,425.62",100%,100%,104%,98%,100%,5-Feb-09,no data,19-May-09,31-Aug-09,no data,104,552,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Lucero - C2,61906018,Road Upgrading/Concreting,2,"1,955,518.77","1,611,599.48","343,919.29","1,610,454.01", 1st Tranche ,"362,919.29","1,951,425.51","1,610,454.01","340,971.50",100%,94%,106%,100%,100%,5-Jul-05,16-Aug-05,16-Nov-05,1-May-07,no data,531,413,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Maantol,61906019,Road Regravelling,1,"804,249.00","675,231.00","129,018.00","675,231.00", 3rd Tranche ,"171,516.00","846,747.00","675,231.00","171,516.00",100%,100%,133%,105%,100%,17-Jan-04,24-Feb-04,7-Jun-04,15-Mar-05,30-Apr-05,281,186,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Maantol,61906019,Health Station,1,"672,647.19","455,040.29","217,606.90","455,040.29", 3rd Tranche ,"235,812.90","690,853.19","455,040.29","235,812.90",100%,100%,108%,103%,100%,5-Jul-05,16-Aug-05,7-Nov-05,12-May-06,13-May-06,186,186,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Masgrau,61906020,Hanging Bridge ,1,"787,388.40","660,748.40","126,640.00","660,748.40", 3rd Tranche ,"132,385.50","793,133.90","660,748.40","132,385.50",100%,100%,105%,101%,100%,17-Jan-04,24-Feb-04,12-May-04,25-Jan-05,29-Jan-05,258,47,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Masgrau,61906020,Road Construction of Farm to Market Road,1,"550,000.00","496,764.50","53,235.50","397,411.60",,"30,532.83","427,944.43","397,411.60","30,532.83",100%,100%,57%,78%,100%,5-Feb-09,no data,4-May-09,31-Aug-09,no data,119,53,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Milan,61906021,Road Improvement of FMR w/ 1 unit RCPC,1,"820,000.00","750,860.50","69,139.50","600,688.40",1st,"64,780.75","665,469.15","600,688.40","64,780.75",100%,100%,94%,81%,100%,5-Feb-09,no data,7-Apr-09,31-Aug-09,no data,146,310,completed as built,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Molet,61906022,Road Rehabilitation ,1,"755,200.50","631,400.50","123,800.00","631,400.50", 3rd Tranche ,"171,658.50","803,059.00","631,400.50","171,658.50",100%,100%,139%,106%,100%,17-Jan-04,24-Feb-04,1-May-04,25-Jan-05,5-Feb-05,269,74,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Molet,61906022,Pre & Post Harvest Facilities,1,"461,040.84","342,209.56","118,831.28","342,209.56", 100% Tranche ,"28,000.00","370,209.56","342,209.56","28,000.00",100%,100%,24%,80%,100%,6-Jul-06,14-Jul-06,15-Nov-06,31-Dec-06,no data,46,75,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Molet,61906022,Const. of Brgy. Health Station,1,"620,000.00","552,262.50","67,737.50","497,036.25",1st,"66,097.95","563,134.20","497,036.25","66,097.95",100%,100%,98%,91%,100%,5-Feb-09,no data,13-Apr-09,30-Jun-09,no data,78,89,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Pangabat,61906023,Health Station,1,"442,997.27","293,058.30","149,938.97","293,058.30", 3rd Tranche ,"158,978.00","452,036.30","293,058.30","158,978.00",100%,100%,106%,102%,100%,17-Jan-04,24-Feb-04,28-Apr-04,30-Jan-05,31-Jan-05,277,302,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Pangabat,61906023,Communal Irrigation,1,"1,139,452.30","802,348.62","337,103.68","764,492.19", 1st Tranche ,"69,132.00","833,624.19","764,492.19","69,132.00",100%,100%,21%,73%,100%,6-Jul-06,14-Jul-06,15-Nov-06,1-Feb-08,6-Mar-08,443,319,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Pangabuan,61906024,Health Station,1,"434,219.03","286,344.03","147,875.00","286,344.03", 3rd Tranche ,"203,216.97","489,561.00","286,344.03","203,216.97",100%,100%,137%,113%,100%,17-Jan-04,24-Feb-04,28-Apr-04,25-Jan-05,26-Apr-05,272,270,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Pangabuan,61906024,Road Upgrading,1,"759,072.57","551,100.26","207,972.31","440,880.21", 1st Tranche ,"48,997.71","489,877.92","440,880.21","48,997.71",100%,100%,24%,65%,100%,6-Jul-06,14-Jul-06,15-Nov-06,1-Jun-07,26-Feb-08,198,287,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Pangabuan,61906024,Const. of Day Care Center,1,"605,700.00","513,486.50","92,213.50","462,137.85",1st,"91,015.50","553,153.35","462,137.85","91,015.50",100%,100%,99%,91%,100%,5-Feb-09,no data,6-Apr-09,30-Jun-09,no data,85,306,,1,VISAYAS
VI,6,Capiz,619,Jamindan,61906,Pasol-o,61906025,Road Improvement with Spot Concreting of 1.5 km FMR,1,"785,000.00","711,198.50","73,801.50","568,958.80",1st,"70,287.64","639,246.44","568,958.80","70,287.64",100%,100%,95%,81%,100%,5-Feb-09,no data,18-May-09,31-Aug-09,no data,105,160,,1,VISAYAS
